team1_Hero_1_Name,team1_Hero_2_Name,team1_Hero_3_Name,team1_Hero_4_Name,team1_Hero_5_Name,team1_Hero_1_Role,team1_Hero_2_Role,team1_Hero_3_Role,team1_Hero_4_Role,team1_Hero_5_Role,team1_Hero_1_Win_Rate,team1_Hero_2_Win_Rate,team1_Hero_3_Win_Rate,team1_Hero_4_Win_Rate,team1_Hero_5_Win_Rate,team1_Hero_1_Popularity,team1_Hero_2_Popularity,team1_Hero_3_Popularity,team1_Hero_4_Popularity,team1_Hero_5_Popularity,team1_Hero_1_Ban_Rate,team1_Hero_2_Ban_Rate,team1_Hero_3_Ban_Rate,team1_Hero_4_Ban_Rate,team1_Hero_5_Ban_Rate,team1_Hero_1_Scaling_Rating,team1_Hero_2_Scaling_Rating,team1_Hero_3_Scaling_Rating,team1_Hero_4_Scaling_Rating,team1_Hero_5_Scaling_Rating,team1_Hero_1_Cooldown_Rating,team1_Hero_2_Cooldown_Rating,team1_Hero_3_Cooldown_Rating,team1_Hero_4_Cooldown_Rating,team1_Hero_5_Cooldown_Rating,team1_Hero_1_Item_Dependency_Rating,team1_Hero_2_Item_Dependency_Rating,team1_Hero_3_Item_Dependency_Rating,team1_Hero_4_Item_Dependency_Rating,team1_Hero_5_Item_Dependency_Rating,team1_Hero_1_Mobility_Rating,team1_Hero_2_Mobility_Rating,team1_Hero_3_Mobility_Rating,team1_Hero_4_Mobility_Rating,team1_Hero_5_Mobility_Rating,team1_Hero_1_Crowd_Control_Rating,team1_Hero_2_Crowd_Control_Rating,team1_Hero_3_Crowd_Control_Rating,team1_Hero_4_Crowd_Control_Rating,team1_Hero_5_Crowd_Control_Rating,team1_Hero_1_Base_Stats_Growth_Rating,team1_Hero_2_Base_Stats_Growth_Rating,team1_Hero_3_Base_Stats_Growth_Rating,team1_Hero_4_Base_Stats_Growth_Rating,team1_Hero_5_Base_Stats_Growth_Rating,team1_Hero_1_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_2_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_3_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_4_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_5_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_1_Ultimate_Impact_Rating_Early_Game,team1_Hero_2_Ultimate_Impact_Rating_Early_Game,team1_Hero_3_Ultimate_Impact_Rating_Early_Game,team1_Hero_4_Ultimate_Impact_Rating_Early_Game,team1_Hero_5_Ultimate_Impact_Rating_Early_Game,team1_Hero_1_Ultimate_Impact_Rating_Late_Game,team1_Hero_2_Ultimate_Impact_Rating_Late_Game,team1_Hero_3_Ultimate_Impact_Rating_Late_Game,team1_Hero_4_Ultimate_Impact_Rating_Late_Game,team1_Hero_5_Ultimate_Impact_Rating_Late_Game,team1_Hero_1_Ultimate_Impact_Rating_Mid_Game,team1_Hero_2_Ultimate_Impact_Rating_Mid_Game,team1_Hero_3_Ultimate_Impact_Rating_Mid_Game,team1_Hero_4_Ultimate_Impact_Rating_Mid_Game,team1_Hero_5_Ultimate_Impact_Rating_Mid_Game,team1_Hero_1_Ultimate_Impact_Rating_Support,team1_Hero_2_Ultimate_Impact_Rating_Support,team1_Hero_3_Ultimate_Impact_Rating_Support,team1_Hero_4_Ultimate_Impact_Rating_Support,team1_Hero_5_Ultimate_Impact_Rating_Support,team1_Hero_1_Strength_Rating,team1_Hero_2_Strength_Rating,team1_Hero_3_Strength_Rating,team1_Hero_4_Strength_Rating,team1_Hero_5_Strength_Rating,team2_Hero_1_Name,team2_Hero_2_Name,team2_Hero_3_Name,team2_Hero_4_Name,team2_Hero_5_Name,team2_Hero_1_Role,team2_Hero_2_Role,team2_Hero_3_Role,team2_Hero_4_Role,team2_Hero_5_Role,team2_Hero_1_Win_Rate,team2_Hero_2_Win_Rate,team2_Hero_3_Win_Rate,team2_Hero_4_Win_Rate,team2_Hero_5_Win_Rate,team2_Hero_1_Popularity,team2_Hero_2_Popularity,team2_Hero_3_Popularity,team2_Hero_4_Popularity,team2_Hero_5_Popularity,team2_Hero_1_Ban_Rate,team2_Hero_2_Ban_Rate,team2_Hero_3_Ban_Rate,team2_Hero_4_Ban_Rate,team2_Hero_5_Ban_Rate,team2_Hero_1_Scaling_Rating,team2_Hero_2_Scaling_Rating,team2_Hero_3_Scaling_Rating,team2_Hero_4_Scaling_Rating,team2_Hero_5_Scaling_Rating,team2_Hero_1_Cooldown_Rating,team2_Hero_2_Cooldown_Rating,team2_Hero_3_Cooldown_Rating,team2_Hero_4_Cooldown_Rating,team2_Hero_5_Cooldown_Rating,team2_Hero_1_Item_Dependency_Rating,team2_Hero_2_Item_Dependency_Rating,team2_Hero_3_Item_Dependency_Rating,team2_Hero_4_Item_Dependency_Rating,team2_Hero_5_Item_Dependency_Rating,team2_Hero_1_Mobility_Rating,team2_Hero_2_Mobility_Rating,team2_Hero_3_Mobility_Rating,team2_Hero_4_Mobility_Rating,team2_Hero_5_Mobility_Rating,team2_Hero_1_Crowd_Control_Rating,team2_Hero_2_Crowd_Control_Rating,team2_Hero_3_Crowd_Control_Rating,team2_Hero_4_Crowd_Control_Rating,team2_Hero_5_Crowd_Control_Rating,team2_Hero_1_Base_Stats_Growth_Rating,team2_Hero_2_Base_Stats_Growth_Rating,team2_Hero_3_Base_Stats_Growth_Rating,team2_Hero_4_Base_Stats_Growth_Rating,team2_Hero_5_Base_Stats_Growth_Rating,team2_Hero_1_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_2_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_3_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_4_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_5_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_1_Ultimate_Impact_Rating_Early_Game,team2_Hero_2_Ultimate_Impact_Rating_Early_Game,team2_Hero_3_Ultimate_Impact_Rating_Early_Game,team2_Hero_4_Ultimate_Impact_Rating_Early_Game,team2_Hero_5_Ultimate_Impact_Rating_Early_Game,team2_Hero_1_Ultimate_Impact_Rating_Late_Game,team2_Hero_2_Ultimate_Impact_Rating_Late_Game,team2_Hero_3_Ultimate_Impact_Rating_Late_Game,team2_Hero_4_Ultimate_Impact_Rating_Late_Game,team2_Hero_5_Ultimate_Impact_Rating_Late_Game,team2_Hero_1_Ultimate_Impact_Rating_Mid_Game,team2_Hero_2_Ultimate_Impact_Rating_Mid_Game,team2_Hero_3_Ultimate_Impact_Rating_Mid_Game,team2_Hero_4_Ultimate_Impact_Rating_Mid_Game,team2_Hero_5_Ultimate_Impact_Rating_Mid_Game,team2_Hero_1_Ultimate_Impact_Rating_Support,team2_Hero_2_Ultimate_Impact_Rating_Support,team2_Hero_3_Ultimate_Impact_Rating_Support,team2_Hero_4_Ultimate_Impact_Rating_Support,team2_Hero_5_Ultimate_Impact_Rating_Support,team2_Hero_1_Strength_Rating,team2_Hero_2_Strength_Rating,team2_Hero_3_Strength_Rating,team2_Hero_4_Strength_Rating,team2_Hero_5_Strength_Rating,Persentase_Kemenangan_Tim_1,Persentase_Kemenangan_Tim_2,result
Arlott,Atlas,Kadita,Hanabi,Aamon,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,47.84,49.44,48.71,49.07,49.63,0.51,0.67,0.35,0.25,0.44,0.19,4.84,0.32,4.08,0.08,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.47,45.02,51.14,40.63,42.3,Roger,Tigreal,Esmeralda,Granger,Natalia,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.62,49.45,49.51,49.22,50.86,1.87,1.85,1.26,0.67,0.26,18.07,62.63,3.35,0.04,1.52,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.99,62.6,60.79,44.47,41.01,40.97562921303498,59.02437078696502,Kalah
Sun,Lolita,Chang'e,Karrie,Benedetta,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.31,58.09,4.93,45.01,52.11,1.16,0.25,0.12,0.09,0.44,6.68,0.81,1.14,1.07,0.63,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.66,53.01,35.79,37.51,43.1,Thamuz,Mathilda,Cecilion,Yi Sun-shin,Hayabusa,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,49.75,48.94,48.18,51.78,46.72,0.91,0.04,0.75,0.01,0.54,2.06,29.58,0.28,0.06,1.11,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.23,43.04,54.98,38.64,32.53,50.66631616610805,49.33368383389195,Menang
Masha,Faramis,Valentina,Brody,Joy,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,53.37,50.19,43.27,49.72,44.86,0.04,0.22,0.31,0.61,0.09,38.63,1.41,0.52,0.47,2.02,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.27,52.4,49.13,44.06,27.56,Julian,Gatotkaca,Novaria,Miya,Karina,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,49.15,54.28,49.92,49.49,48.15,0.38,1.65,0.89,2.26,0.82,0.49,2.93,3.18,0.21,1.01,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.59,66.08,59.19,60.47,45.75,40.732744520772,59.267255479228,Kalah
X.Borg,Akai,Cecilion,Clint,Joy,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.64,48.69,48.18,49.38,44.86,1.07,0.49,0.75,0.66,0.09,0.69,0.75,0.28,0.24,2.02,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.96,42.58,54.98,44.44,27.56,Arlott,Mathilda,Novaria,Beatrix,Lancelot,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,47.84,48.94,49.92,45.54,44.33,0.51,0.04,0.89,0.04,1.02,0.19,29.58,3.18,0.15,1.91,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.47,43.04,59.19,27.08,36.69,53.78882363167722,46.21117636832279,Menang
Roger,Edith,Eudora,Beatrix,Joy,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.62,54.53,48.71,45.54,44.86,1.87,0.48,0.09,0.04,0.09,18.07,0.34,1.45,0.15,2.02,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.99,54.19,48.66,27.08,27.56,Freya,Estes,Valentina,Clint,Saber,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.14,51.01,43.27,49.38,50.24,0.46,0.77,0.31,0.66,1.14,1.53,49.76,0.52,0.24,10.99,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53.1,50.98,49.13,44.44,50.57,42.63097340830645,57.36902659169355,Kalah
Sun,Grock,Gord,Claude,Karina,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.31,46.57,50.25,48.15,48.15,1.16,0.16,0.64,1.37,0.82,6.68,0.01,0.34,1.29,1.01,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.66,48.57,54.51,41.27,45.75,Alucard,Floryn,Lunox,Beatrix,Harley,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.42,55.88,49.63,45.54,51.86,0.09,0.57,0.31,0.04,0.96,0.09,4.66,0.38,0.15,24.21,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,49.33,45.93,41.03,27.08,60.58,54.70638214207973,45.29361785792027,Menang
Arlott,Barats,Cecilion,Clint,Lancelot,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,47.84,54.96,48.18,49.38,44.33,0.51,0.78,0.75,0.66,1.02,0.19,30.58,0.28,0.24,1.91,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.47,62.35,54.98,44.44,36.69,Jawhead,Atlas,Pharsa,Natan,Nolan,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,0.47,49.44,48.43,52.46,45.53,0.04,0.67,0.55,0.95,0.63,0.43,4.84,0.03,4.03,12.12,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.58,45.02,53.03,50.64,36.17,54.42342010389347,45.57657989610653,Menang
Chou,Edith,Esmeralda,Layla,Benedetta,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,43.55,54.53,49.51,49.48,52.11,0.91,0.48,1.26,2.64,0.44,1.42,0.34,3.35,4.28,0.63,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45.31,54.19,60.79,64.67,43.1,Alucard,Carmilla,Novaria,Karrie,Selena,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.42,54.09,49.92,45.01,47.08,0.09,0.02,0.89,0.09,0.82,0.09,0.31,3.18,1.07,2.28,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.33,49.46,59.19,37.51,45.55,54.42283768742225,45.57716231257774,Menang
Badang,Floryn,Eudora,Layla,Natalia,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.12,55.88,48.71,49.48,50.86,0.44,0.57,0.09,2.64,0.26,0.19,4.66,1.45,4.28,1.52,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52.45,45.93,48.66,64.67,41.01,Hilda,Grock,Vexana,Yi Sun-shin,Fanny,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.48,46.57,5.17,51.78,44.83,0.53,0.16,2.85,0.01,0.62,0.14,0.01,39.78,0.06,11.53,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.46,48.57,69.03,38.64,33.8,51.54837236172127,48.45162763827873,Menang
Thamuz,Kaja,Yve,Melissa,Natalia,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,49.75,47.26,48.69,52.46,50.86,0.91,0.01,0.07,1.02,0.26,2.06,0.14,0.01,3.38,1.52,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.23,47.29,48.31,49.28,41.01,Bane,Diggie,Pharsa,Bruno,Hanzo,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.05,5.13,48.43,48.26,49.97,0.36,0.03,0.55,0.64,0.24,0.22,38.05,0.03,0.23,3.49,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.64,28.64,53.03,43.9,40.74,54.549200772117025,45.450799227882975,Menang
Badang,Lolita,Chang'e,Clint,Hayabusa,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.12,58.09,4.93,49.38,46.72,0.44,0.25,0.12,0.66,0.54,0.19,0.81,1.14,0.24,1.11,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.45,53.01,35.79,44.44,32.53,Dyrroth,Gatotkaca,Cyclops,Irithel,Lancelot,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,48.93,54.28,49.68,49.44,44.33,2.68,1.65,0.64,0.39,1.02,5.73,2.93,0.29,0.13,1.91,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.05,66.08,54.33,41.74,36.69,42.1058817835487,57.8941182164513,Kalah
Hilda,Akai,Lunox,Layla,Nolan,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.48,48.69,49.63,49.48,45.53,0.53,0.49,0.31,2.64,0.63,0.14,0.75,0.38,4.28,12.12,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.46,42.58,41.03,64.67,36.17,Silvanna,Carmilla,Chang'e,Karrie,Lancelot,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,52.01,54.09,4.93,45.01,44.33,0.69,0.02,0.12,0.09,1.02,0.37,0.31,1.14,1.07,1.91,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.54,49.46,35.79,37.51,36.69,54.217266504747194,45.782733495252806,Menang
Ruby,Barats,Lylia,Beatrix,Nolan,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.95,54.96,50.26,45.54,45.53,0.68,0.78,0.87,0.04,0.63,3.22,30.58,1.02,0.15,12.12,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.41,62.35,56.88,27.08,36.17,Fredrinn,Diggie,Valir,Kimmy,Lancelot,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.24,5.13,49.17,47.68,44.33,0.1,0.03,1.08,0.12,1.02,25.54,38.05,7.23,0.09,1.91,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,53.93,28.64,59.27,48.51,36.69,51.94473720058217,48.05526279941784,Menang
Phoveus,Angela,Valir,Bruno,Fanny,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.27,51.58,49.17,48.26,44.83,0.06,0.19,1.08,0.64,0.62,0.18,31.53,7.23,0.23,11.53,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,45.53,59.27,43.9,33.8,Aulus,Rafaela,Cecilion,Miya,Nolan,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,52.75,51.71,48.18,49.49,45.53,0.02,0.41,0.75,2.26,0.63,0.41,0.47,0.28,0.21,12.12,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49.07,42.66,54.98,60.47,36.17,47.92039591449933,52.07960408550068,Kalah
Zilong,Belerick,Vale,Wanwan,Joy,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,47.57,54.25,52.28,42.49,44.86,1.32,0.81,1.16,0.17,0.09,0.78,4.64,1.83,0.42,2.02,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.55,47.84,60.47,27.49,27.56,Chou,Gatotkaca,Nana,Melissa,Natalia,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,43.55,54.28,49.14,52.46,50.86,0.91,1.65,2.51,1.02,0.26,1.42,2.93,54.96,3.38,1.52,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.31,66.08,78.34,49.28,41.01,40.72126419674691,59.27873580325309,Kalah
Guinevere,Lolita,Xavier,Wanwan,Hanzo,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,4.71,58.09,50.17,42.49,49.97,0.53,0.25,0.52,0.17,0.24,0.88,0.81,0.17,0.42,3.49,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.8,53.01,53.27,27.49,40.74,Sun,Belerick,Yve,Bruno,Selena,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.31,54.25,48.69,48.26,47.08,1.16,0.81,0.07,0.64,0.82,6.68,4.64,0.01,0.23,2.28,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.66,47.84,48.31,43.9,45.55,44.219119786351705,55.78088021364829,Kalah
Jawhead,Barats,Valir,Granger,Lancelot,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,0.47,54.96,49.17,49.22,44.33,0.04,0.78,1.08,0.67,1.02,0.43,30.58,7.23,0.04,1.91,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.58,62.35,59.27,44.47,36.69,X.Borg,Uranus,Odette,Kimmy,Aamon,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.64,51.74,51.39,47.68,49.63,1.07,0.45,1.24,0.12,0.44,0.69,0.54,1.31,0.09,0.08,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.96,43.08,60.95,48.51,42.3,46.70838751625488,53.29161248374512,Kalah
